match_id,season,match_no,date,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder,phase
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,19.1,Pokana,Zeeshan Maqsood,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,19.2,Kabua Morea,Zeeshan Maqsood,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,19.3,Pokana,Zeeshan Maqsood,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,19.4,Kabua Morea,Zeeshan Maqsood,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,19.5,Pokana,Zeeshan Maqsood,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",PNG,OMAN,1,19.6,Pokana,Zeeshan Maqsood,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",OMAN,PNG,2,0.1,Aqib Ilyas,Kabua Morea,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",OMAN,PNG,2,0.2,Aqib Ilyas,Kabua Morea,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",OMAN,PNG,2,0.3,Aqib Ilyas,Kabua Morea,0,1,1,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",OMAN,PNG,2,0.3,Aqib Ilyas,Kabua Morea,4,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",OMAN,PNG,2,0.4,Aqib Ilyas,Kabua Morea,1,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",OMAN,PNG,2,0.5,Jatinder Singh,Kabua Morea,2,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",OMAN,PNG,2,0.6,Jatinder Singh,Kabua Morea,0,0,0,0,0,0,,,,Group stage
202101,2021,1,"Oct 17, 2021","Al Amerat Cricket Ground (Ministry Turf 1), Al Amerat",OMAN,PNG,2,1.1,Aqib Ilyas,Damien Ravu,0,0,0,0,0,0,,,,Group stage
